object_id	content_pack_id	label	alternate_label	availability	path	class_string	last_update	tags	incubation_time	mature_time	stats	used_stats	mating_interval_min	mating_interval_max	name_tag
7fb5bc73-f1f9-5502-9916-686402ffdd23	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Coelacanth		40	/Game/PrimalEarth/Dinos/Coelacanth/Coel_Character_BP_Aberrant.Coel_Character_BP_Aberrant	Coel_Character_BP_Aberrant_C	1752074258	object			[]	919			Coel
5fd1251d-043a-5460-8394-206d6575c801	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Dimetrodon		136	/Game/PrimalEarth/Dinos/Dimetrodon/Dimetro_Character_BP_Aberrant.Dimetro_Character_BP_Aberrant	Dimetro_Character_BP_Aberrant_C	1759902152	object			[]	919			Dimetro
95be4a9f-9032-5889-a811-0fc0f19c76d1	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Dimorphodon		136	/Game/PrimalEarth/Dinos/Dimorphodon/Dimorph_Character_BP_Aberrant.Dimorph_Character_BP_Aberrant	Dimorph_Character_BP_Aberrant_C	1759902152	object			[]	927			Dimorph
c5ff974e-290c-511a-a973-afd5a39e5d7b	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Diplocaulus		136	/Game/PrimalEarth/Dinos/Diplocaulus/Diplocaulus_Character_BP_Aberrant.Diplocaulus_Character_BP_Aberrant	Diplocaulus_Character_BP_Aberrant_C	1759902152	object			[]	927			Diplocaulus
c83824da-6fd1-519b-bfd6-ad18cff91ea0	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Diplodocus		168	/Game/PrimalEarth/Dinos/Diplodocus/Diplodocus_Character_BP_Aberrant.Diplodocus_Character_BP_Aberrant	Diplodocus_Character_BP_Aberrant_C	1759902152	object			[]	927			Diplo
6ffca076-b944-590a-b7d1-59adeb826d10	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Dire Bear		168	/Game/PrimalEarth/Dinos/Direbear/Direbear_Character_BP_Aberrant.Direbear_Character_BP_Aberrant	Direbear_Character_BP_Aberrant_C	1759902152	object			[]	927			Direbear
dc0608de-5578-5d8c-aae0-0c145d12bf8f	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Dodo		232	/Game/PrimalEarth/Dinos/Dodo/Dodo_Character_BP_Aberrant.Dodo_Character_BP_Aberrant	Dodo_Character_BP_Aberrant_C	1759902152	object			[]	927			Dodo
e28281ff-6054-5f4e-b108-974de2bbff12	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Doedicurus		168	/Game/PrimalEarth/Dinos/Doedicurus/Doed_Character_BP_Aberrant.Doed_Character_BP_Aberrant	Doed_Character_BP_Aberrant_C	1759902152	object			[]	927			Doed
b9e3d60b-ec45-57f6-ac66-d07ae85363a1	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Dung Beetle		8	/Game/PrimalEarth/Dinos/DungBeetle/DungBeetle_Character_BP_Aberrant.DungBeetle_Character_BP_Aberrant	DungBeetle_Character_BP_Aberrant_C	1752074258	object			[]	927			Beetle
5d165475-03ce-5306-b40d-0b9a62bb006c	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Electrophorus		136	/Game/PrimalEarth/Dinos/Eel/Eel_Character_BP_Aberrant.Eel_Character_BP_Aberrant	Eel_Character_BP_Aberrant_C	1759902152	object			[]	927			Eel
2263d452-2495-5865-a118-73b8e9b00cda	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Equus		168	/Game/PrimalEarth/Dinos/Equus/Equus_Character_BP_Aberrant.Equus_Character_BP_Aberrant	Equus_Character_BP_Aberrant_C	1759902152	object			[]	927			Equus
4f561f4d-b65b-59ea-9bce-ab889b1bd861	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Fasolasuchus		8	/Game/ASA/Dinos/Fasolasuchus/Fasola_Character_BP_Aberrant.Fasola_Character_BP_Aberrant	Fasola_Character_BP_Aberrant_C	1752074258	object			[]	927			Fasola
b456eb40-327a-5489-90b7-5b46e7df100f	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Gigantopithecus		8	/Game/PrimalEarth/Dinos/Bigfoot/Bigfoot_Character_BP_Aberrant.Bigfoot_Character_BP_Aberrant	Bigfoot_Character_BP_Aberrant_C	1752074258	object			[]	927			Bigfoot
bdd44b4c-87f9-522c-bd7e-529f9e7495ec	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Gigantoraptor		40	/Game/ASA/Dinos/Gigantoraptor/Gigantoraptor_Character_BP_Aberrant.Gigantoraptor_Character_BP_Aberrant	Gigantoraptor_Character_BP_Aberrant_C	1752074258	object			[]	927			Gigantoraptor
cd6a1082-0ab4-553a-abdf-01c1290a8199	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Iguanodon		168	/Game/PrimalEarth/Dinos/Iguanodon/Iguanodon_Character_BP_Aberrant.Iguanodon_Character_BP_Aberrant	Iguanodon_Character_BP_Aberrant_C	1759902152	object			[]	927			Iguanodon
992fe8cb-7422-538d-af55-5e46dd066b23	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Lystrosaurus		168	/Game/PrimalEarth/Dinos/Lystrosaurus/Lystro_Character_BP_Aberrant.Lystro_Character_BP_Aberrant	Lystro_Character_BP_Aberrant_C	1759902152	object			[]	927			Lystro
50957053-9f31-560b-bd41-aab078c39a47	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Manta		40	/Game/PrimalEarth/Dinos/Manta/Manta_Character_BP_Aberrant.Manta_Character_BP_Aberrant	Manta_Character_BP_Aberrant_C	1752074258	object			[]	919			Manta
2444ff2f-46fd-53c8-9e16-244b05ed78bd	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Megalania		72	/Game/PrimalEarth/Dinos/Megalania/Megalania_Character_BP_Aberrant.Megalania_Character_BP_Aberrant	Megalania_Character_BP_Aberrant_C	1752074258	object			[]	927			Megalania
6d5d37ee-803b-5a4e-8cff-30d7aa5dcc7d	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Megalosaurus		8	/Game/PrimalEarth/Dinos/Megalosaurus/Megalosaurus_Character_BP_Aberrant.Megalosaurus_Character_BP_Aberrant	Megalosaurus_Character_BP_Aberrant_C	1752074258	object			[]	927			Megalosaurus
dfacf796-78b4-545e-8395-0e19e2d3c5f6	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Meganeura		168	/Game/PrimalEarth/Dinos/Dragonfly/Dragonfly_Character_BP_Aberrant.Dragonfly_Character_BP_Aberrant	Dragonfly_Character_BP_Aberrant_C	1759902152	object			[]	927			Dragonfly
7b38542a-c51b-5f27-a628-48e82b485e84	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Moschops		168	/Game/PrimalEarth/Dinos/Moschops/Moschops_Character_BP_Aberrant.Moschops_Character_BP_Aberrant	Moschops_Character_BP_Aberrant_C	1759902152	object			[]	927			Moschops
7f5a03d8-4f35-54bc-b7ac-7279a9ba86ac	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Otter		168	/Game/PrimalEarth/Dinos/Otter/Otter_Character_BP_Aberrant.Otter_Character_BP_Aberrant	Otter_Character_BP_Aberrant_C	1759902152	object			[]	927			Otter
952c743d-cbcb-5047-ba4a-809406e304c3	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Oviraptor		40	/Game/PrimalEarth/Dinos/Oviraptor/Oviraptor_Character_BP_Aberrant.Oviraptor_Character_BP_Aberrant	Oviraptor_Character_BP_Aberrant_C	1752074258	object			[]	927			Ovi
e01e3a68-fe96-5678-97c7-c146183d75cf	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Ovis		168	/Game/PrimalEarth/Dinos/Sheep/Sheep_Character_BP_Aberrant.Sheep_Character_BP_Aberrant	Sheep_Character_BP_Aberrant_C	1759902152	object			[]	927			Sheep
d1803bbb-f677-511c-b769-996f45d2b730	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Paraceratherium		168	/Game/PrimalEarth/Dinos/Paraceratherium/Paracer_Character_BP_Aberrant.Paracer_Character_BP_Aberrant	Paracer_Character_BP_Aberrant_C	1759902152	object			[]	927			Paracer
9543e1a3-f4c6-5020-ab2a-2c4c04f66084	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Parasaur		168	/Game/PrimalEarth/Dinos/Para/Para_Character_BP_Aberrant.Para_Character_BP_Aberrant	Para_Character_BP_Aberrant_C	1759902152	object			[]	927			Para
18bb78f7-d6a5-556f-8687-80d17b0ef0a5	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Piranha		40	/Game/PrimalEarth/Dinos/Piranha/Piranha_Character_BP_Aberrant.Piranha_Character_BP_Aberrant	Piranha_Character_BP_Aberrant_C	1752074258	object			[]	919			Piranha
1079581e-bfeb-50f6-8d8b-0f817076e083	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Pulmonoscorpius		168	/Game/PrimalEarth/Dinos/Scorpion/Scorpion_Character_BP_Aberrant.Scorpion_Character_BP_Aberrant	Scorpion_Character_BP_Aberrant_C	1759902152	object			[]	927			Scorpion
6b93497b-3e84-57ee-a250-59e46f8b865e	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Purlovia		8	/Game/PrimalEarth/Dinos/Purlovia/Purlovia_Character_BP_Aberrant.Purlovia_Character_BP_Aberrant	Purlovia_Character_BP_Aberrant_C	1752074258	object			[]	927			Purlovia
649c2c25-0b99-5459-a430-db05e5fc401b	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Raptor		168	/Game/PrimalEarth/Dinos/Raptor/Raptor_Character_BP_Aberrant.Raptor_Character_BP_Aberrant	Raptor_Character_BP_Aberrant_C	1759902152	object			[]	927			Raptor
d084015d-83e6-5662-9c0d-072773a943ac	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Salmon		136	/Game/PrimalEarth/Dinos/Salmon/Salmon_Character_Aberrant.Salmon_Character_Aberrant	Salmon_Character_Aberrant_C	1759902152	object			[]	919			Salmon
d34949ec-4ab5-50b3-8efa-408ce0cba92e	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Sarco		168	/Game/PrimalEarth/Dinos/Sarco/Sarco_Character_BP_Aberrant.Sarco_Character_BP_Aberrant	Sarco_Character_BP_Aberrant_C	1759902152	object			[]	919			Sarco
c586f048-f2c3-51c6-b8c6-dd9657c8d0f6	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Spino		168	/Game/PrimalEarth/Dinos/Spino/Spino_Character_BP_Aberrant.Spino_Character_BP_Aberrant	Spino_Character_BP_Aberrant_C	1759902152	object			[]	927			Spino
3b75bcc0-916a-59c7-a6b8-6d90bab8ad67	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Stegosaurus		168	/Game/PrimalEarth/Dinos/Stego/Stego_Character_BP_Aberrant.Stego_Character_BP_Aberrant	Stego_Character_BP_Aberrant_C	1759902152	object			[]	927			Stego
58efc555-876a-54b1-a68e-e3f8e733b8dc	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Titanoboa		136	/Game/PrimalEarth/Dinos/BoaFrill/BoaFrill_Character_BP_Aberrant.BoaFrill_Character_BP_Aberrant	BoaFrill_Character_BP_Aberrant_C	1759902152	object			[]	919			Titanboa
eba3e048-8906-5844-9ae0-57ebb2de0c38	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Triceratops		168	/Game/PrimalEarth/Dinos/Trike/Trike_Character_BP_Aberrant.Trike_Character_BP_Aberrant	Trike_Character_BP_Aberrant_C	1759902152	object			[]	927			Trike
f5ea0ee4-84e8-51ce-bd9a-885ad758ef71	b32a3d73-9406-56f2-bd8f-936ee0275249	Aberrant Trilobite		136	/Game/PrimalEarth/Dinos/Trilobite/Trilobite_Character_Aberrant.Trilobite_Character_Aberrant	Trilobite_Character_Aberrant_C	1759902152	object			[]	919			Trilobite
15b25d38-0bee-5243-99f2-8f5c5525429e	b32a3d73-9406-56f2-bd8f-936ee0275249	Achatina	Snail	503	/Game/PrimalEarth/Dinos/Achatina/Achatina_Character_BP.Achatina_Character_BP	Achatina_Character_BP_C	1766162932	object	28571.0	333333.0	[{"stat_index":0,"base_value":75.0,"per_level_wild_multiplier":0.2000000000000000111,"per_level_tamed_multiplier":0.27000000000000001776,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":1,"base_value":100.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":2,"base_value":50.0,"per_level_wild_multiplier":0.05999999999999999778,"per_level_tamed_multiplier":0.0,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":3,"base_value":150.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":4,"base_value":450.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":7,"base_value":60.0,"per_level_wild_multiplier":0.020000000000000000416,"per_level_tamed_multiplier":0.040000000000000000833,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":8,"base_value":1.0,"per_level_wild_multiplier":0.050000000000000002776,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.5,"affinity_multiplier":0.4000000000000000222},{"stat_index":9,"base_value":1.0,"per_level_wild_multiplier":0.0,"per_level_tamed_multiplier":0.010000000000000000208,"add_multiplier":0.0,"affinity_multiplier":0.0}]	919	68400.0	172800.0	Achatina
fea18723-c02e-5bda-800e-d4782b52ec9e	b32a3d73-9406-56f2-bd8f-936ee0275249	Allosaurus		501	/Game/PrimalEarth/Dinos/Allosaurus/Allo_Character_BP.Allo_Character_BP	Allo_Character_BP_C	1766162932	object	6000.0	166667.0	[{"stat_index":0,"base_value":630.0,"per_level_wild_multiplier":0.2000000000000000111,"per_level_tamed_multiplier":0.27000000000000001776,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":1,"base_value":250.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":2,"base_value":1000.0,"per_level_wild_multiplier":0.05999999999999999778,"per_level_tamed_multiplier":0.0,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":3,"base_value":150.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":4,"base_value":3000.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.14999999999999999445},{"stat_index":7,"base_value":380.0,"per_level_wild_multiplier":0.020000000000000000416,"per_level_tamed_multiplier":0.040000000000000000833,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":8,"base_value":1.0,"per_level_wild_multiplier":0.050000000000000002776,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.5,"affinity_multiplier":0.4000000000000000222},{"stat_index":9,"base_value":1.0,"per_level_wild_multiplier":0.0,"per_level_tamed_multiplier":0.010000000000000000208,"add_multiplier":-0.10000000000000000555,"affinity_multiplier":0.0}]	927	68400.0	172800.0	Allo
7492fc48-780c-5f64-be63-7ba5cc9c7e8f	b32a3d73-9406-56f2-bd8f-936ee0275249	Alpha Basilisk		136	/Game/Aberration/Dinos/Basilisk/MegaBasilisk_Character_BP.MegaBasilisk_Character_BP	MegaBasilisk_Character_BP_C	1759902152	object			[{"stat_index":0,"base_value":19500.0,"per_level_wild_multiplier":0.2000000000000000111,"per_level_tamed_multiplier":0.27000000000000001776,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":1,"base_value":650.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":2,"base_value":175.0,"per_level_wild_multiplier":0.05999999999999999778,"per_level_tamed_multiplier":0.0,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":3,"base_value":150.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":4,"base_value":2500.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":7,"base_value":800.0,"per_level_wild_multiplier":0.020000000000000000416,"per_level_tamed_multiplier":0.040000000000000000833,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":8,"base_value":1.0,"per_level_wild_multiplier":0.050000000000000002776,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.5,"affinity_multiplier":0.4000000000000000222},{"stat_index":9,"base_value":1.0,"per_level_wild_multiplier":0.0,"per_level_tamed_multiplier":0.010000000000000000208,"add_multiplier":0.2000000000000000111,"affinity_multiplier":0.0}]	919			Basilisk
4825d6d4-b27a-5b25-9bf6-e77778386eaf	b32a3d73-9406-56f2-bd8f-936ee0275249	Alpha Carnotaurus	Alpha Carno	469	/Game/PrimalEarth/Dinos/Carno/MegaCarno_Character_BP.MegaCarno_Character_BP	MegaCarno_Character_BP_C	1766162932	object			[{"stat_index":0,"base_value":6400.0,"per_level_wild_multiplier":0.2000000000000000111,"per_level_tamed_multiplier":0.27000000000000001776,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":1,"base_value":300.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":2,"base_value":350.0,"per_level_wild_multiplier":0.05999999999999999778,"per_level_tamed_multiplier":0.0,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":3,"base_value":150.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":4,"base_value":2000.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.14999999999999999445},{"stat_index":7,"base_value":300.0,"per_level_wild_multiplier":0.020000000000000000416,"per_level_tamed_multiplier":0.040000000000000000833,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":8,"base_value":1.0,"per_level_wild_multiplier":0.050000000000000002776,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.5,"affinity_multiplier":0.4000000000000000222},{"stat_index":9,"base_value":1.0,"per_level_wild_multiplier":0.0,"per_level_tamed_multiplier":0.010000000000000000208,"add_multiplier":0.0,"affinity_multiplier":0.0}]	919			Carno
d6766d96-a534-5d01-b42e-b4eeb61da101	b32a3d73-9406-56f2-bd8f-936ee0275249	Alpha Deathworm		2	/Game/ScorchedEarth/Dinos/Deathworm/MegaDeathworm_Character_BP.MegaDeathworm_Character_BP	MegaDeathworm_Character_BP_C	1719164182	object			[{"stat_index":0,"base_value":27000.0,"per_level_wild_multiplier":0.0020000000000000000416,"per_level_tamed_multiplier":0.27000000000000001776,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":1,"base_value":100.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":2,"base_value":100.0,"per_level_wild_multiplier":0.05999999999999999778,"per_level_tamed_multiplier":0.0,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":3,"base_value":150.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":4,"base_value":100.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":7,"base_value":100.0,"per_level_wild_multiplier":0.020000000000000000416,"per_level_tamed_multiplier":0.040000000000000000833,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":8,"base_value":1.0,"per_level_wild_multiplier":0.050000000000000002776,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.5,"affinity_multiplier":0.4000000000000000222},{"stat_index":9,"base_value":1.0,"per_level_wild_multiplier":0.0,"per_level_tamed_multiplier":0.010000000000000000208,"add_multiplier":0.0,"affinity_multiplier":0.0}]	919			Deathworm
baa03787-94aa-5c18-88ba-4acbac2ed294	b32a3d73-9406-56f2-bd8f-936ee0275249	Alpha Fire Wyvern		98	/Game/ScorchedEarth/Dinos/Wyvern/MegaWyvern_Character_BP_Fire.MegaWyvern_Character_BP_Fire	MegaWyvern_Character_BP_Fire_C	1753127398	object			[{"stat_index":0,"base_value":8000.0,"per_level_wild_multiplier":0.14999999999999999445,"per_level_tamed_multiplier":0.16200000000000000511,"add_multiplier":-785.0,"affinity_multiplier":0.0},{"stat_index":1,"base_value":600.0,"per_level_wild_multiplier":0.050000000000000002776,"per_level_tamed_multiplier":0.050000000000000002776,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":2,"base_value":725.0,"per_level_wild_multiplier":0.05999999999999999778,"per_level_tamed_multiplier":0.0,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":3,"base_value":150.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":4,"base_value":1800.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":7,"base_value":400.0,"per_level_wild_multiplier":0.020000000000000000416,"per_level_tamed_multiplier":0.040000000000000000833,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":8,"base_value":1.0,"per_level_wild_multiplier":0.050000000000000002776,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":-0.25,"affinity_multiplier":0.4000000000000000222},{"stat_index":9,"base_value":1.0,"per_level_wild_multiplier":0.0,"per_level_tamed_multiplier":0.010000000000000000208,"add_multiplier":0.0,"affinity_multiplier":0.0}]	927			Wyvern
e1e1b19b-c00b-599a-9874-c7910165b9de	b32a3d73-9406-56f2-bd8f-936ee0275249	Alpha Hulking Revenant		256	/Game/LostColony/Dinos/Zombie/MegaZombie_Character_BP_Hulking.MegaZombie_Character_BP_Hulking	MegaZombie_Character_BP_Hulking_C	1766162932	object			[{"stat_index":0,"base_value":13500.0,"per_level_wild_multiplier":0.2000000000000000111,"per_level_tamed_multiplier":0.27000000000000001776,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":1,"base_value":150.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":2,"base_value":180.0,"per_level_wild_multiplier":0.05999999999999999778,"per_level_tamed_multiplier":0.0,"add_multiplier":0.5,"affinity_multiplier":0.0},{"stat_index":3,"base_value":150.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":4,"base_value":1200.0,"per_level_wild_multiplier":0.10000000000000000555,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":7,"base_value":140.0,"per_level_wild_multiplier":0.020000000000000000416,"per_level_tamed_multiplier":0.040000000000000000833,"add_multiplier":0.0,"affinity_multiplier":0.0},{"stat_index":8,"base_value":1.0,"per_level_wild_multiplier":0.050000000000000002776,"per_level_tamed_multiplier":0.10000000000000000555,"add_multiplier":0.5,"affinity_multiplier":0.4000000000000000222},{"stat_index":9,"base_value":1.0,"per_level_wild_multiplier":0.0,"per_level_tamed_multiplier":0.014999999999999999445,"add_multiplier":0.2000000000000000111,"affinity_multiplier":0.0}]	919			Zombie
