object_id	content_pack_id	label	alternate_label	tags	native_editor_version	file	header	key	value_type	max_allowed	description	default_value	nitrado_path	nitrado_format	nitrado_deploy_style	ui_group	custom_sort	constraints	gsa_placeholder	uwp_changes
9186cb8b-b681-514b-bda9-fe03906cb250	b32a3d73-9406-56f2-bd8f-936ee0275249	Auto Create Tribes				GameUserSettings.ini	ServerSettings	AutoCreateTribes	Boolean	1	Automatically force players into tribes.	False								
fbc0035f-5899-5e2d-973d-27403484b1d8	b32a3d73-9406-56f2-bd8f-936ee0275249	Auto Destroy Old Structures			20000000	CommandLineFlag	-	AutoDestroyStructures	Boolean	1	Enables the destructions of old structures. The interval is set using AutoDestroyOldStructuresMultiplier.	False	start-param.AutoDestroyStructures	Value	Both					
cbe2dbbd-a9e2-5d53-8f8c-d19903233374	b32a3d73-9406-56f2-bd8f-936ee0275249	Auto Destroy Old Structures Period Multiplier			20000000	CommandLineOption	?	AutoDestroyOldStructuresMultiplier	Numeric	1	After the "allow claim" period times this multiplier, structures will be destroyed if no tribe has been nearby.	1.0								
632381f2-b27b-5e30-9bc9-59e257c86866	b32a3d73-9406-56f2-bd8f-936ee0275249	Automatically Destroy Decayed Creatures			20000000	CommandLineOption	?	AutoDestroyDecayedDinos	Boolean	1	Set to true to auto-destroy claimable creatures after their decay period.	False								
ba37ca74-f9de-56c2-9981-31231f999501	b32a3d73-9406-56f2-bd8f-936ee0275249	Auto PvE Start Time in Seconds				Game.ini	/script/shootergame.shootergamemode	AutoPvEStartTimeSeconds	Numeric	1	Number of seconds from midnight to switch from PvP to PvE, up to 86400 seconds.					Auto PvE	AutoPvE2	{"max":86400,"min":0,"other":{"key":"6b7df98c-bc8c-59ae-9e7c-de744f027cfb","value":true}}		{"file":"Game.ini","header":"ShooterGameMode_Options"}
b5afdfb4-efa8-59cb-a77d-f5e0588432dc	b32a3d73-9406-56f2-bd8f-936ee0275249	Auto PvE Stop Time in Seconds				Game.ini	/script/shootergame.shootergamemode	AutoPvEStopTimeSeconds	Numeric	1	Number of seconds from midnight to switch from PvE to PvP, up to 86400 seconds.					Auto PvE	AutoPvE3	{"max":86400,"min":0,"other":{"key":"6b7df98c-bc8c-59ae-9e7c-de744f027cfb","value":true}}		{"file":"Game.ini","header":"ShooterGameMode_Options"}
45d4038c-a61d-5b93-8ac0-c405fcdf63fd	b32a3d73-9406-56f2-bd8f-936ee0275249	Auto Save Period				GameUserSettings.ini	ServerSettings	AutoSavePeriodMinutes	Numeric	1	Number of minutes between automatic map save.	15.0								
0578efa5-6ade-5166-8fde-c84509335f83	b32a3d73-9406-56f2-bd8f-936ee0275249	BabyCuddleGracePeriodMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	BabyCuddleGracePeriodMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
a7179a79-19b6-5e7e-9e07-5e14484ce017	b32a3d73-9406-56f2-bd8f-936ee0275249	BabyCuddleIntervalMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	BabyCuddleIntervalMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
8ca8b75c-7fa7-5ed5-a50e-071fde304220	b32a3d73-9406-56f2-bd8f-936ee0275249	BabyCuddleLoseImprintQualitySpeedMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	BabyCuddleLoseImprintQualitySpeedMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
27c19f4b-295d-5829-9cb4-99f54c9b3af3	b32a3d73-9406-56f2-bd8f-936ee0275249	BabyFoodConsumptionSpeedMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	BabyFoodConsumptionSpeedMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
6397ade1-cc98-5ec6-8834-c8950c59783e	b32a3d73-9406-56f2-bd8f-936ee0275249	BabyImprintingStatScaleMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	BabyImprintingStatScaleMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
c27691cf-af2b-56f8-a28f-fff7ec5d5494	b32a3d73-9406-56f2-bd8f-936ee0275249	BabyMatureSpeedMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	BabyMatureSpeedMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
7b1d9eaf-610e-5160-b3cf-91c5aa31957b	b32a3d73-9406-56f2-bd8f-936ee0275249	Bad Word List URL				GameUserSettings.ini	ServerSettings	BadWordListURL	Text	1	URL to a text file containing bad words, one word per line.					Bad Language Filtering		[]		
aaa4c7e5-8936-5924-b21a-87b16a40c20d	b32a3d73-9406-56f2-bd8f-936ee0275249	Ban List URL				GameUserSettings.ini	ServerSettings	BanListURL	Text	1	Use the official global ban list, or point to any online ban list that you want. Must be enclosed in double quotes.	"http://arkdedicated.com/banlist.txt"						{"endswith":"\"","beginswith":"\""}	%%BANLIST%%	
725ad2c8-d222-57d3-b788-6a0106392281	b32a3d73-9406-56f2-bd8f-936ee0275249	Battery Consumption Multiplier				Game.ini	/script/shootergame.shootergamemode	GlobalPoweredBatteryDurabilityDecreasePerSecond	Numeric	1	Values greater than 3.0 will consume charge batteries faster.	3.0				Fuel Consumption				
8d38dfa1-c661-57ad-8f94-63366422d385	b32a3d73-9406-56f2-bd8f-936ee0275249	bAutoUnlockAllEngrams			20000000	Game.ini	/script/shootergame.shootergamemode	bAutoUnlockAllEngrams	Boolean	1		False								
1bfd5036-46f2-5358-8290-d0d40114d317	b32a3d73-9406-56f2-bd8f-936ee0275249	bOnlyAllowSpecifiedEngrams			20000000	Game.ini	/script/shootergame.shootergamemode	bOnlyAllowSpecifiedEngrams	Boolean	1		False								
711d20ed-ad27-5a38-814e-a004a7e0d993	b32a3d73-9406-56f2-bd8f-936ee0275249	Boss Kill XP Multiplier				Game.ini	/script/shootergame.shootergamemode	BossKillXPMultiplier	Numeric	1	Values greater than 1.0 increase the experience gained from boss kills.	1.0				XP Multipliers				
15179a92-788a-512d-a48f-4e38d1dd8081	b32a3d73-9406-56f2-bd8f-936ee0275249	Cave Building in PvE				GameUserSettings.ini	ServerSettings	AllowCaveBuildingPvE	Boolean	1	Allow players to build in caves when PvE mode is also enabled.	False				Build Restrictions	IgnoreStructuresPreventionVolumes01			
73b0c77a-01f1-5e4d-a0f1-60298faa702b	b32a3d73-9406-56f2-bd8f-936ee0275249	Cave Building in PvP				GameUserSettings.ini	ServerSettings	AllowCaveBuildingPvP	Boolean	1	Allow players to build in caves when PvP mode is also enabled.	False				Build Restrictions	IgnoreStructuresPreventionVolumes01			
f38d8d42-a86a-50cb-b6cb-bbeb0ad86f12	b32a3d73-9406-56f2-bd8f-936ee0275249	Cave Kill XP Multiplier				Game.ini	/script/shootergame.shootergamemode	CaveKillXPMultiplier	Numeric	1	Values greater than 1.0 increase the experience gained from killing cave-spaned wild creatures.	1.0				XP Multipliers				
6a9dc1d1-b13e-5f68-926c-98830a5462bb	b32a3d73-9406-56f2-bd8f-936ee0275249	Cave Structure Damage Multiplier				Game.ini	/script/shootergame.shootergamemode	PvPZoneStructureDamageMultiplier	Numeric	1	Values greater than 6.0 increase the amount of damage received by structures inside caves. A value of 1.0 would match damage to structures outside of caves.	6.0				Stats				{"file":"Game.ini","header":"ShooterGameMode_Options"}
bde15226-9d55-56cc-af18-05b2b651591a	b32a3d73-9406-56f2-bd8f-936ee0275249	Clamp Harvesting Damage			20000000	GameUserSettings.ini	ServerSettings	ClampResourceHarvestDamage	Boolean	1	Limit the damage caused by a dino to a resource for harvesting.	False								
a43bfd66-27d9-5594-9c41-396d3fb35d66	b32a3d73-9406-56f2-bd8f-936ee0275249	Clamp Item Spoiling Times			20000000	CommandLineOption	?	ClampItemSpoilingTimes	Boolean	1	Will clamp all spoiling times to the item's maximum value.	False								
d1fbca02-7532-59d1-a814-4c214996fa8a	b32a3d73-9406-56f2-bd8f-936ee0275249	ConfigAddNPCSpawnEntriesContainer			20000000	Game.ini	/script/shootergame.shootergamemode	ConfigAddNPCSpawnEntriesContainer	Structure											
f7d1aa89-8813-552d-b9d7-6b1385659841	b32a3d73-9406-56f2-bd8f-936ee0275249	ConfigOverrideItemCraftingCosts			20000000	Game.ini	/script/shootergame.shootergamemode	ConfigOverrideItemCraftingCosts	Structure											
905d2076-b613-52c9-bec3-52223fdbe7e7	b32a3d73-9406-56f2-bd8f-936ee0275249	ConfigOverrideNPCSpawnEntriesContainer			20000000	Game.ini	/script/shootergame.shootergamemode	ConfigOverrideNPCSpawnEntriesContainer	Structure											
e62d38fd-804f-5e9d-9282-b54c2dcde996	b32a3d73-9406-56f2-bd8f-936ee0275249	ConfigOverrideSupplyCrateItems			20000000	Game.ini	/script/shootergame.shootergamemode	ConfigOverrideSupplyCrateItems	Structure											
2af02941-04b6-559a-b79a-265c752bc8d2	b32a3d73-9406-56f2-bd8f-936ee0275249	ConfigSubtractNPCSpawnEntriesContainer			20000000	Game.ini	/script/shootergame.shootergamemode	ConfigSubtractNPCSpawnEntriesContainer	Structure											
668d5756-8905-5a84-8964-a38d1b9e3b41	b32a3d73-9406-56f2-bd8f-936ee0275249	Convert To Unified Save Data				CommandLineFlag	-	converttostore	Boolean	1	When turned on, player and tribe files will be copied into the map save data. The files will not be deleted automatically.	False	general.ConvertToStoreOnNextStartup	Value	Both		UseStore1	{"other":{"key":"0e28e338-f778-53e6-8ae3-33252697a2a2","value":true}}		
7db6f38a-cda6-585c-8ccc-48358c89c0a4	b32a3d73-9406-56f2-bd8f-936ee0275249	Corpse Life Span Multiplier				Game.ini	/script/shootergame.shootergamemode	UseCorpseLifeSpanMultiplier	Numeric	1	Values greater than 1.0 increase the amount of time before a corpse is removed if not harvested.	1.0								
a6c3c075-6bc7-5b30-a066-c32b7dc956ee	b32a3d73-9406-56f2-bd8f-936ee0275249	Crafting Skill Multiplier				Game.ini	/script/shootergame.shootergamemode	CraftingSkillBonusMultiplier	Numeric	1	Values greater than 1.0 increase the bonus received from crafting skill	1								
a110cb4c-809e-5ec6-9814-ddeb7cebe146	b32a3d73-9406-56f2-bd8f-936ee0275249	Crafting XP Multiplier				Game.ini	/script/shootergame.shootergamemode	CraftXPMultiplier	Numeric	1	Values greater than 1.0 increase experience gained from crafting.	1.0				XP Multipliers	XPMultipliers1			{"file":"Game.ini","header":"ShooterGameMode_Options"}
42f45a11-7aaf-5328-9ebe-f148e354c637	b32a3d73-9406-56f2-bd8f-936ee0275249	Creature Count Multiplier				GameUserSettings.ini	ServerSettings	DinoCountMultiplier	Numeric	1	Values greater than 1.0 increase the total number of creatures spawned at each point.	1.0								
244b5580-fd81-5a60-885f-82c786124bd6	b32a3d73-9406-56f2-bd8f-936ee0275249	Creature Damage Multiplier				GameUserSettings.ini	ServerSettings	DinoDamageMultiplier	Numeric	1	Values greater than 1.0 increase damage dealt by creatures.	1.0				Stats				
d6b9995a-380b-5e93-b62b-167d53c605a4	b32a3d73-9406-56f2-bd8f-936ee0275249	Creature Food Drain Multiplier				GameUserSettings.ini	ServerSettings	DinoCharacterFoodDrainMultiplier	Numeric	1	Values greater than 1.0 increase the rate creatures lose food.	1.0				Stats				
fadbb87e-28fc-57a4-b2dd-0c5d52d616af	b32a3d73-9406-56f2-bd8f-936ee0275249	Creature Health Recovery Multiplier				GameUserSettings.ini	ServerSettings	DinoCharacterHealthRecoveryMultiplier	Numeric	1	Values greater than 1.0 increase the rate creatures heal.	1.0				Stats				
06c00424-9281-5e39-8448-ab5a0fd19cb3	b32a3d73-9406-56f2-bd8f-936ee0275249	Creature Resistance Multiplier				GameUserSettings.ini	ServerSettings	DinoResistanceMultiplier	Numeric	1	Values greater than 1.0 increase damage taken by creatures. At 0.0, creatures are invincible.	1.0				Stats				
16f8f700-ca45-5bd2-a36b-b71861240be5	b32a3d73-9406-56f2-bd8f-936ee0275249	Creature-Specific Tamed Damage Multiplier			20000000	Game.ini	/script/shootergame.shootergamemode	TamedDinoClassDamageMultipliers	Structure											
a3d0caa1-0a43-55e2-b9f4-103e66906be7	b32a3d73-9406-56f2-bd8f-936ee0275249	Creature-Specific Tamed Resistance Multiplier			20000000	Game.ini	/script/shootergame.shootergamemode	TamedDinoClassResistanceMultipliers	Structure											
5da69230-61f2-5e76-820f-39a506e22c33	b32a3d73-9406-56f2-bd8f-936ee0275249	Creature Stamina Drain Multiplier				GameUserSettings.ini	ServerSettings	DinoCharacterStaminaDrainMultiplier	Numeric	1	Values greater than 1.0 increase the rate creatures lose stamina.	1.0				Stats				
f6f4af7c-9552-58af-8b17-37f25be2d5cb	b32a3d73-9406-56f2-bd8f-936ee0275249	CropDecaySpeedMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	CropDecaySpeedMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
9fe84f53-64a1-59e4-85f4-acc4be7442d5	b32a3d73-9406-56f2-bd8f-936ee0275249	Crop Growth Speed Multiplier				Game.ini	/script/shootergame.shootergamemode	CropGrowthSpeedMultiplier	Numeric	1	Values greater than 1.0 increase crop growth speed.	1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
e4b07137-604a-564c-a9be-dd099c36d1c0	b32a3d73-9406-56f2-bd8f-936ee0275249	Crosshairs				CommandLineOption	?	ServerCrosshair	Boolean	1	Allows players to enable crosshairs.	False								
fcd549c4-c07e-517c-970c-ac818736af78	b32a3d73-9406-56f2-bd8f-936ee0275249	Cryopod Debuff				GameUserSettings.ini	ServerSettings	EnableCryopodNerf	Boolean	1	Causes creatures to have altered stats for a set amount of time when waking from a cryopod.	False				Cryopods	CryopodDebuff0			
61f0aac2-d5cc-5368-9816-ee00c7eaa40b	b32a3d73-9406-56f2-bd8f-936ee0275249	Cryopod Debuff Damage Multiplier				GameUserSettings.ini	ServerSettings	CryopodNerfDamageMult	Numeric	1	Values greater than 0.01 will increase the amount of damage creatures can deal after being released from a cryopod if cryopod debuff is enabled.	0.01				Cryopods	CryopodDebuff1	{"other":{"key":"fcd549c4-c07e-517c-970c-ac818736af78","value":true}}		
7f34e6d0-f2c9-5d51-b278-59d845383966	b32a3d73-9406-56f2-bd8f-936ee0275249	Cryopod Debuff Duration				GameUserSettings.ini	ServerSettings	CryopodNerfDuration	Numeric	1	Number of minutes creatures will be affected by the cryopod debuff, if enabled.	10				Cryopods	CryopodDebuff1	{"other":{"key":"fcd549c4-c07e-517c-970c-ac818736af78","value":true}}		
965c29cd-de58-598e-8f0b-18a68da5da33	b32a3d73-9406-56f2-bd8f-936ee0275249	Cryopod Debuff Resistance Multiplier				GameUserSettings.ini	ServerSettings	CryopodNerfIncomingDamageMultPercent	Numeric	1	Increases incoming damage while affected by the cryopod debuff. A value of 0.25 results in a 1.25x incoming damage multiplier.	0.25				Cryopods	CryopodDebuff1	{"other":{"key":"fcd549c4-c07e-517c-970c-ac818736af78","value":true}}		
7d684ec9-434c-502d-b532-a6a9363b9fd9	b32a3d73-9406-56f2-bd8f-936ee0275249	Cryosickness in PvE				GameUserSettings.ini	ServerSettings	EnableCryoSicknessPVE	Boolean	1	Tamed creatures will experience cryosickness when released from cryopods in PvE mode. Cryosickness cannot be disabled in PvP mode.	True				Cryopods				
26273455-7b92-5d9b-9381-969590683497	b32a3d73-9406-56f2-bd8f-936ee0275249	Culture				CommandLineOption	-	culture	Text	1	Override server language.	en						{"oneof":["ca","cs","da","de","en","es","eu","fi","fr","hu","it","ja","ka","ko","nl","pl","pt_BR","ru","sv","th","tr","zh","zh-Hans-CN","zh-TW"],"allowcustom":false}		
94629459-68a6-5b8c-a93d-c5fdf75bdeb7	b32a3d73-9406-56f2-bd8f-936ee0275249	Custom Dynamic Config URL				CommandLineOption	?	customdynamicconfigurl	Text	1	The URL to a file containing values that can be changed without restarting the server.					Dynamic Config	DynamicConfig1	{"other":{"key":"e6e77944-7c80-5b06-a701-172536455143","value":true}}		
fd98ad34-2a12-5bbd-a304-607f636af310	b32a3d73-9406-56f2-bd8f-936ee0275249	Custom Live Tuning URL				CommandLineOption	?	CustomLiveTuningUrl	Text	1	The URL of a live tuning file for changing other values not supported by CustomDynamicConfigURL.					Dynamic Config	DynamicConfig2	{"other":{"key":"e6e77944-7c80-5b06-a701-172536455143","value":true}}		
467f8a1a-728d-5cab-a2b6-1bf29199fb32	b32a3d73-9406-56f2-bd8f-936ee0275249	Custom Recipe Effectiveness Multiplier				Game.ini	/script/shootergame.shootergamemode	CustomRecipeEffectivenessMultiplier	Numeric	1	Values greater than 1.0 increase the effectiveness of custom recipes.	1.0				Custom Recipes	CustomRecipes1	{"other":{"key":"de01a798-833a-5af4-829b-dd364ac86f13","value":true}}		{"file":"Game.ini","header":"ShooterGameMode_Options"}
de01a798-833a-5af4-829b-dd364ac86f13	b32a3d73-9406-56f2-bd8f-936ee0275249	Custom Recipes				Game.ini	/script/shootergame.shootergamemode	bAllowCustomRecipes	Boolean	1	Allows players to create custom recipes.	False				Custom Recipes	CustomRecipes0			{"file":"Game.ini","header":"ShooterGameMode_Options"}
484169d5-19c2-564f-a1e1-799cf7a3c360	b32a3d73-9406-56f2-bd8f-936ee0275249	Custom Recipe Skill Multiplier				Game.ini	/script/shootergame.shootergamemode	CustomRecipeSkillMultiplier	Numeric	1	Values greater than 1.0 increase the effect of crafting skill on custom recipe effectiveness.	1.0				Custom Recipes	CustomRecipes1	{"other":{"key":"de01a798-833a-5af4-829b-dd364ac86f13","value":true}}		{"file":"Game.ini","header":"ShooterGameMode_Options"}
f7f03562-1c2d-5773-86ab-135e9444abf1	b32a3d73-9406-56f2-bd8f-936ee0275249	Day Cycle Speed Scale			20000000	GameUserSettings.ini	ServerSettings	DayCycleSpeedScale	Numeric	1	Adjust the total length of a 24 hour cycle. Leave this at 1.0 and adjust NightTimeSpeedScale and DayTimeSpeedScale instead.	1.0								
20e7f8b1-6bf9-5c6d-913e-a7d3bf0cc8f2	b32a3d73-9406-56f2-bd8f-936ee0275249	Day Time Speed Scale			20000000	GameUserSettings.ini	ServerSettings	DayTimeSpeedScale	Numeric	1	Adjust the amount of day. Values above 1.0 increase the length of day.	1.0								
c1bfcad1-5323-518c-a060-4e88a79d5ca6	b32a3d73-9406-56f2-bd8f-936ee0275249	Destroy Tames Over Level Limit				Game.ini	/script/shootergame.shootergamemode	DestroyTamesOverLevelClamp	Numeric	1	Destroys tamed creatures over the specified level. Value of 0 disables the effect.	0	config.DestroyTamesOverLevel	Value	Both					
faa442ff-1dc5-511d-bb94-15e7c6847c53	b32a3d73-9406-56f2-bd8f-936ee0275249	Difficulty			20000000	CommandLineOption	?	OverrideOfficialDifficulty	Numeric	1	Sets the difficulty of the server. When set, both the map's hard-coded difficulty value and DifficultyOffset setting are ignored.									
370f8e5d-12dd-5840-bda0-62654a4e3152	b32a3d73-9406-56f2-bd8f-936ee0275249	Difficulty Offset			20000000	GameUserSettings.ini	ServerSettings	DifficultyOffset	Numeric	1	Specifies the difficulty level as a percentage of the map's hard-coded difficulty. Maximum value is 1.0. Ignored if OverrideOfficialDifficulty is used.	0.2								
10383287-e988-58da-8ea4-44bf3bf94ec1	b32a3d73-9406-56f2-bd8f-936ee0275249	DinoClassDamageMultipliers			20000000	Game.ini	/script/shootergame.shootergamemode	DinoClassDamageMultipliers	Structure											
f7a3b2fb-6fe2-55c9-9149-8cf1cb308f7d	b32a3d73-9406-56f2-bd8f-936ee0275249	DinoClassResistanceMultipliers			20000000	Game.ini	/script/shootergame.shootergamemode	DinoClassResistanceMultipliers	Structure											
cee0ddc5-e6c4-5ec3-b0fb-fa9ae11d82ec	b32a3d73-9406-56f2-bd8f-936ee0275249	DinoClassSpeedMultipliers			20300204	Game.ini	/script/shootergame.shootergamemode	DinoClassSpeedMultipliers	Structure											
56fb7add-5a79-5ee5-8dd7-31595da695a1	b32a3d73-9406-56f2-bd8f-936ee0275249	Dino Decay Multiplier in PvE			20000000	CommandLineOption	?	PvEDinoDecayPeriodMultiplier	Numeric	1	Adjusts the rate at which the creature auto decay timer counts down.	1.0								
db88b903-c5b4-5244-8eff-56dcd1971124	b32a3d73-9406-56f2-bd8f-936ee0275249	DinoHarvestingDamageMultiplier			20000000	Game.ini	/script/shootergame.shootergamemode	DinoHarvestingDamageMultiplier	Numeric	1		1.0								{"file":"Game.ini","header":"ShooterGameMode_Options"}
11b0af63-9100-50ac-a1bc-0fdda5c7112a	b32a3d73-9406-56f2-bd8f-936ee0275249	DinoSpawnWeightMultipliers				Game.ini	/script/shootergame.shootergamemode	DinoSpawnWeightMultipliers	Structure											
d0b3bed6-9369-55f1-a784-544460701c49	b32a3d73-9406-56f2-bd8f-936ee0275249	Disable Creature Decay in PvE			20000000	GameUserSettings.ini	ServerSettings	DisableDinoDecayPvE	Boolean	1	Disable the gradual (7 days) decay of dinosaur ownership. Without this set to true, every dinosaur can be claimed by any player.	False								
bb8f40a0-dfaa-514d-9b9b-ef4d00e69b86	b32a3d73-9406-56f2-bd8f-936ee0275249	Disable Cryopod Enemy Check				GameUserSettings.ini	ServerSettings	DisableCryopodEnemyCheck	Boolean	1	Will ignore the enemy player, structure, and dino checks.	False				Cryopods				
ee0bde73-1063-53bf-a5b4-f93e5637094d	b32a3d73-9406-56f2-bd8f-936ee0275249	Disable Cryopod Fridge Requirement				GameUserSettings.ini	ServerSettings	DisableCryopodFridgeRequirement	Boolean	1	Will disable the Cryofridge requirement when releasing dinos.	False				Cryopods				
8342ab85-2e12-5d92-ab3e-6bceb353ecc3	b32a3d73-9406-56f2-bd8f-936ee0275249	Disable Custom Cosmetics				CommandLineFlag	-	DisableCustomCosmetics	Boolean	1	When turned on, custom cosmetics are not allowed on the server.	False	config.DisableCustomCosmetics	Value	Both					
1f28da4f-a518-557e-9333-f916b6595342	b32a3d73-9406-56f2-bd8f-936ee0275249	Disable Gamma Changes in PvE				GameUserSettings.ini	ServerSettings	DisablePvEGamma	Boolean	1	Prevents use of console command "gamma" in PvE mode	False								
449fc59e-45b2-5307-8aeb-78d6c052dbd4	b32a3d73-9406-56f2-bd8f-936ee0275249	Disable Imprint Buff			20000000	CommandLineOption	?	DisableImprintDinoBuff	Boolean	1	Disables stat improvements to imprinted creatures.	False								
fb83bbcc-c9e5-56cd-a9fa-064be5948df2	b32a3d73-9406-56f2-bd8f-936ee0275249	Disable Megalab Babyfy				GameUserSettings.ini	ServerSettings	PreventTekChemBenchBabies	Boolean	1	Disables the "babyfy" feature of the Makeshift Megalab.	False								
43badabc-83a1-50ab-b577-9560a5374b7a	b32a3d73-9406-56f2-bd8f-936ee0275249	Disable Photo Mode				Game.ini	/script/shootergame.shootergamemode	bDisablePhotoMode	Boolean	1	Prevents players from accessing photo mode.	False				Photo Mode				
