object_id	content_pack_id	label	alternate_label	availability	path	class_string	last_update	tags	entry_string	required_level	required_points	stack_size	item_id	recipe	stats
6c452acb-5df2-528f-a7f4-fac78a35f2bf	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Industrial Beer Barrel		2147483647	/AdditionalStructures/PrimalItemData/IBB/PrimalItemStructure_AdditinalStructures_IBB.PrimalItemStructure_AdditinalStructures_IBB	PrimalItemStructure_AdditinalStructures_IBB_C	1753624947	object,blueprintable	EngramEntry_AdditionalStructures_IBB_C	66	0	3		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"37f88748-46ce-5fb8-b390-bab8f2b25eb0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":300.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"bcf5b802-1b07-5be6-ba81-e4c68a27f725","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":500.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":250.0,"exact":false}]	
59d7fb23-71d8-5e75-a9cb-620abd36c8a5	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Large Triangle Crop Plot		2147483647	/AdditionalStructures/PrimalItemData/CropPlots/PrimalItemStructure_AdditionalStructures_CropPlot_Large_Triangle.PrimalItemStructure_AdditionalStructures_CropPlot_Large_Triangle	PrimalItemStructure_AdditionalStructures_CropPlot_Large_Triangle_C	1735601013	object,blueprintable	EngramEntry_AdditionalStructures_CropPlot_Triangle_Large_C	36	15	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"31815d05-b6ef-586b-b415-bf278f1a3668","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":60.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"77c6684b-28c8-5adb-aa2e-fa31899212f9","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":100.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":40.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":80.0,"exact":false}]	
08c05579-c5d5-52f9-b602-a4b4a69f344e	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Metal Double Stairs		2147483647	/AdditionalStructures/PrimalItemData/Stairs/PrimalItemStructure_AdditionalStructures_Stairs_Metal_Double.PrimalItemStructure_AdditionalStructures_Stairs_Metal_Double	PrimalItemStructure_AdditionalStructures_Stairs_Metal_Double_C	1733239945	object,blueprintable	EngramEntry_AdditionalStructures_Stairs_Metal_Double_C	47	12	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"37f88748-46ce-5fb8-b390-bab8f2b25eb0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":35.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"bcf5b802-1b07-5be6-ba81-e4c68a27f725","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":10.0,"exact":false}]	
6386e816-1463-58f9-b7bd-05ef8a7f7386	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Metal Triple Stairs		2147483647	/AdditionalStructures/PrimalItemData/Stairs/PrimalItemStructure_AdditionalStructures_Stairs_Metal_Triple.PrimalItemStructure_AdditionalStructures_Stairs_Metal_Triple	PrimalItemStructure_AdditionalStructures_Stairs_Metal_Triple_C	1733239945	object,blueprintable	EngramEntry_AdditionalStructures_Stairs_Metal_Triple_C	47	12	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"37f88748-46ce-5fb8-b390-bab8f2b25eb0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":35.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"bcf5b802-1b07-5be6-ba81-e4c68a27f725","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":10.0,"exact":false}]	
55579f0a-aca7-5579-81e1-dcf33275a66c	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Small Triangle Crop Plot		2147483647	/AdditionalStructures/PrimalItemData/CropPlots/PrimalItemStructure_AdditionalStructures_CropPlot_Small_Triangle.PrimalItemStructure_AdditionalStructures_CropPlot_Small_Triangle	PrimalItemStructure_AdditionalStructures_CropPlot_Small_Triangle_C	1735601013	object,blueprintable	EngramEntry_AdditionalStructures_CropPlot_Triangle_Small_C	10	9	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"31815d05-b6ef-586b-b415-bf278f1a3668","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":15.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"77c6684b-28c8-5adb-aa2e-fa31899212f9","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":25.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":10.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":20.0,"exact":false}]	
bd822d96-68a6-5dbf-9a6a-e05faf79ba6e	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Stone Double Stairs		2147483647	/AdditionalStructures/PrimalItemData/Stairs/PrimalItemStructure_AdditionalStructures_Stairs_Stone_Double.PrimalItemStructure_AdditionalStructures_Stairs_Stone_Double	PrimalItemStructure_AdditionalStructures_Stairs_Stone_Double_C	1733239945	object,blueprintable	EngramEntry_AdditionalStructures_Stairs_Stone_Double_C	24	6	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"77c6684b-28c8-5adb-aa2e-fa31899212f9","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":60.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":20.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":30.0,"exact":false}]	
6e18aded-26c8-50ef-8cd2-368b79fe3d60	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Stone Triple Stairs		2147483647	/AdditionalStructures/PrimalItemData/Stairs/PrimalItemStructure_AdditionalStructures_Stairs_Stone_Triple.PrimalItemStructure_AdditionalStructures_Stairs_Stone_Triple	PrimalItemStructure_AdditionalStructures_Stairs_Stone_Triple_C	1733239945	object,blueprintable	EngramEntry_AdditionalStructures_Stairs_Stone_Triple_C	24	6	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"77c6684b-28c8-5adb-aa2e-fa31899212f9","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":60.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":20.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":30.0,"exact":false}]	
5314d3a4-e1b4-5acc-88b5-d1082b1ff62c	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Tek Double Stairs		2147483647	/AdditionalStructures/PrimalItemData/Stairs/PrimalItemStructure_AdditionalStructures_Stairs_Tek_Double.PrimalItemStructure_AdditionalStructures_Stairs_Tek_Double	PrimalItemStructure_AdditionalStructures_Stairs_Tek_Double_C	1733239945	object,blueprintable,tek	EngramEntry_AdditionalStructures_Stairs_Tek_Double_C			100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"1ca85b1a-41cd-5b93-ba08-872a5edcc376","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":1.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"37f88748-46ce-5fb8-b390-bab8f2b25eb0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":70.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"e072a05a-e07f-5947-b8fb-c1e0604ae009","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":20.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f2f3a94e-5442-5ef6-8a58-59c27b00e31f","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":20.0,"exact":false}]	
f817dc75-a417-5ce0-b888-c42dfd884b21	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Tek Triple Stairs		2147483647	/AdditionalStructures/PrimalItemData/Stairs/PrimalItemStructure_AdditionalStructures_Stairs_Tek_Triple.PrimalItemStructure_AdditionalStructures_Stairs_Tek_Triple	PrimalItemStructure_AdditionalStructures_Stairs_Tek_Triple_C	1733239945	object,blueprintable,tek	EngramEntry_AdditionalStructures_Stairs_Tek_Triple_C			100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"1ca85b1a-41cd-5b93-ba08-872a5edcc376","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":1.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"37f88748-46ce-5fb8-b390-bab8f2b25eb0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":70.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"e072a05a-e07f-5947-b8fb-c1e0604ae009","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":20.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f2f3a94e-5442-5ef6-8a58-59c27b00e31f","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":20.0,"exact":false}]	
bb09dbdf-c47a-55c9-8ebc-888034139e6b	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Thatch Double Stairs		2147483647	/AdditionalStructures/PrimalItemData/Stairs/PrimalItemStructure_AdditionalStructures_Stairs_Thatch_Double.PrimalItemStructure_AdditionalStructures_Stairs_Thatch_Double	PrimalItemStructure_AdditionalStructures_Stairs_Thatch_Double_C	1753624947	object,blueprintable	EngramEntry_AdditionalStructures_Stairs_Thatch_Double_C	5	0	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"31815d05-b6ef-586b-b415-bf278f1a3668","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":10.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":15.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":4.0,"exact":false}]	
42a6dc8a-382c-5fc3-86d8-6be6bbb59380	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Thatch Triple Wide Stairs		2147483647	/AdditionalStructures/PrimalItemData/Stairs/PrimalItemStructure_AdditionalStructures_Stairs_Thatch_Triple.PrimalItemStructure_AdditionalStructures_Stairs_Thatch_Triple	PrimalItemStructure_AdditionalStructures_Stairs_Thatch_Triple_C	1753624947	object,blueprintable	EngramEntry_AdditionalStructures_Stairs_Thatch_Triple_C	5	0	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"31815d05-b6ef-586b-b415-bf278f1a3668","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":10.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":15.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":4.0,"exact":false}]	
6a4c600c-0a39-509d-b4fc-db43ca6dc2f0	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Wood Double Stairs		2147483647	/AdditionalStructures/PrimalItemData/Stairs/PrimalItemStructure_AdditionalStructures_Stairs_Wood_Double.PrimalItemStructure_AdditionalStructures_Stairs_Wood_Double	PrimalItemStructure_AdditionalStructures_Stairs_Wood_Double_C	1733239945	object,blueprintable	EngramEntry_AdditionalStructures_Stairs_Wood_Double_C	12	3	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"31815d05-b6ef-586b-b415-bf278f1a3668","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":10.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":15.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":60.0,"exact":false}]	
8440cc55-93e3-58ef-a178-3e0edb24de1b	ef2ebfe1-960b-4535-8b12-ab64b59306b8	Wood Triple Stairs		2147483647	/AdditionalStructures/PrimalItemData/Stairs/PrimalItemStructure_AdditionalStructures_Stairs_Wood_Triple.PrimalItemStructure_AdditionalStructures_Stairs_Wood_Triple	PrimalItemStructure_AdditionalStructures_Stairs_Wood_Triple_C	1733239945	object,blueprintable	EngramEntry_AdditionalStructures_Stairs_Wood_Triple_C	12	3	100		[{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"31815d05-b6ef-586b-b415-bf278f1a3668","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":10.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"edc98801-6793-5a92-8045-121fbb5aa3f0","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":15.0,"exact":false},{"engram":{"schema":"blueprintReference","version":2,"kind":"engram","label":"","blueprintId":"f5219587-538e-50b5-bbf7-8097f959111b","path":"","classString":"","contentPackId":"","contentPackName":""},"quantity":60.0,"exact":false}]	
